ID,NAME,DESCRIPTION,DOMAIN,LEVEL,PARENT
CompetitorIntelCharacteristicValue.rangeInterval,rangeInterval,"An indicator that specifies the inclusion or exclusion of the valueFrom and valueTo attributes. Possible values are ""open"", ""closed"", ""closedBottom"" and ""closedTop"".",,0,CompetitorIntelCharacteristicValue
CompetitorIntelCharacteristicValue.toValue,toValue,The upper range value that a characteristic can take on.,,0,CompetitorIntelCharacteristicValue
CompetitorIntelCharacteristicValue.unitOfMeasure,unitOfMeasure,"A length, surface, volume, dry measure, liquid measure, money, weight, time, and the like. Iin general, a determinate quantity or magnitude of the kind designated, taken as a standard of comparison for others of the same kind, in assigning to them numerical values, as 1 foot, 1 yard, 1 mile, 1 square foot.",,0,CompetitorIntelCharacteristicValue
CompetitorIntelCharacteristicValue.validFor,validFor,The period of time for which a value is applicable.,,0,CompetitorIntelCharacteristicValue
CompetitorIntelCharacteristicValue.value,value,A discrete value that the characteristic can take on. Either value or valueFrom and/or valueTo are required.,,0,CompetitorIntelCharacteristicValue
CompetitorIntelCharacteristicValue.valueType,valueType,"A kind of value that the characteristic can take on, such as numeric, text, and so forth.",,0,CompetitorIntelCharacteristicValue
CompetitorIntelligence.ID,ID,A unique identifier for the CompetitorIntelligence.,,0,CompetitorIntelligence
CompetitorIntelligence.description,description,A narrative that describes the CompetitorIntelligence.,,0,CompetitorIntelligence
CompetitorIntelligence.validFor,validFor,The period during which the CompetitorIntelligence is applicable.,,0,CompetitorIntelligence
CompetitorIntelligenceMarketSegment.plannedEntryDate,plannedEntryDate,The date on which the Competitor intends to begin making ProductOfferings available to a MarketSegment.,,0,CompetitorIntelligenceMarketSegment
CompetitorIntelligenceMarketSegment.plannedMarketCoverage,plannedMarketCoverage,A percent or description that describes the degree to which a Competitor will/does/has extend into a MarketSegment.,,0,CompetitorIntelligenceMarketSegment
CompetitorIntelligenceMarketSegment.plannedSpending,plannedSpending,The amount of money that a Competitor intends on spending make ProductOfferings available in a MarketSegment.,,0,CompetitorIntelligenceMarketSegment
CompetitorIntelligenceMarketSegment.rank,rank,The degree of importance or excellence of a Competitor in a MarketSegment relative to other Competitors in the MarketSegment.,,0,CompetitorIntelligenceMarketSegment
CompetitorIntelligencePartyRole.ciSource,ciSource,"The origin of the CompetitorIntelligence, such as a financial report, press release, or product brochure, gathered by a PartyRole.",,0,CompetitorIntelligencePartyRole
CompetitorIntelligencePartyRole.dateAcquired,dateAcquired,The date on which the CompetitorIntelligence was gathered by a Party playing a PartyRole.,,0,CompetitorIntelligencePartyRole
CompetitorIntelligencePartyRole.description,description,A narrative that explains such things as how the intelligence was gathered.,,0,CompetitorIntelligencePartyRole
CompProdCorrelationCharacteristic.ID,ID,A unique identifier for the CompProdCorrelationCharacteristic.,,0,CompProdCorrelationCharacteristic
CompProdCorrelationCharacteristic.derivationFormula,derivationFormula,"A rule or principle represented in symbols, numbers, or letters, often in the form of an equation used to derive the value of a characteristic value.",,0,CompProdCorrelationCharacteristic
CompProdCorrelationCharacteristic.description,description,A narrative that explains what the characteristic is.,,0,CompProdCorrelationCharacteristic
CompProdCorrelationCharacteristic.extensible,extensible,An indicator that specifies that the values for the characteristic can be extended by adding new values when instantiating a characteristic for an Entity.,,0,CompProdCorrelationCharacteristic
CompProdCorrelationCharacteristic.maxCardinality,maxCardinality,"The maximum number of instances a CharacteristicValue can take on. For example, zero to five phone numbers in a group calling plan, where five is the value for the maxCardinality.",,0,CompProdCorrelationCharacteristic
CompProdCorrelationCharacteristic.minCardinality,minCardinality,"The minimum number of instances a CharacteristicValue can take on. For example, zero to five phone numbers in a group calling plan, where zero is the value for the minCardinality.",,0,CompProdCorrelationCharacteristic
CompProdCorrelationCharacteristic.name,name,"A word, term, or phrase by which the characteristic is known and distinguished from characteristics.",,0,CompProdCorrelationCharacteristic
CompProdCorrelationCharacteristic.unique,unique,"An indicator that specifies if a value is unique for the specification. Possible values are; ""unique while value is in effect"" and ""unique whether value is in effect or not""",,0,CompProdCorrelationCharacteristic
CompProdCorrelationCharacteristic.validFor,validFor,The period of time for which a characteristic is applicable.,,0,CompProdCorrelationCharacteristic
CompProdCorrelationCharacteristic.valueType,valueType,"A kind of value that the characteristic can take on, such as numeric, text, and so forth. Required, if the specification is not a composite.",,0,CompProdCorrelationCharacteristic
CompProdCorCharacteristicValue.fromValue,fromValue,The low range value that a characteristic can take on.,,0,CompProdCorCharacteristicValue
CompProdCorCharacteristicValue.isDefault,isDefault,Indicates if the value is the default value for a characteristic.,,0,CompProdCorCharacteristicValue
CompProdCorCharacteristicValue.rangeInterval,rangeInterval,"An indicator that specifies the inclusion or exclusion of the valueFrom and valueTo attributes. Possible values are ""open"", ""closed"", ""closedBottom"" and ""closedTop"".",,0,CompProdCorCharacteristicValue
CompProdCorCharacteristicValue.toValue,toValue,The upper range value that a characteristic can take on.,,0,CompProdCorCharacteristicValue
CompProdCorCharacteristicValue.unitOfMeasure,unitOfMeasure,"A length, surface, volume, dry measure, liquid measure, money, weight, time, and the like. Iin general, a determinate quantity or magnitude of the kind designated, taken as a standard of comparison for others of the same kind, in assigning to them numerical values, as 1 foot, 1 yard, 1 mile, 1 square foot.",,0,CompProdCorCharacteristicValue
CompProdCorCharacteristicValue.validFor,validFor,The period of time for which a value is applicable.,,0,CompProdCorCharacteristicValue
CompProdCorCharacteristicValue.value,value,A discrete value that the characteristic can take on.,,0,CompProdCorCharacteristicValue
CompProdCorCharacteristicValue.valueType,valueType,"A kind of value that the characteristic can take on, such as numeric, text, and so forth.",,0,CompProdCorCharacteristicValue
CompetitorProductCorrelation.degreeOfCorrelation,degreeOfCorrelation,A percentage that measures how closely an enterprise's ProductOffering compares to a CompetitorProductOffering.,,0,CompetitorProductCorrelation
CompetitorProductCorrelation.description,description,A narrative that explains what the CompetitorProductCorrelation is.,,0,CompetitorProductCorrelation
CompetitorProductCorrelation.lifeCycleStage,lifeCycleStage,"The stage in the life cycle of the ProductOfferings being correlated. Examples are acquisition, retention, win back, and so forth.",,0,CompetitorProductCorrelation
CompetitorProductCorrelation.validFor,validFor,The period during which the CompetitorProductCorrelation is applicable.,,0,CompetitorProductCorrelation
MarketStatistic.ID,ID,A unique identifier for the MarketStatistic.,,0,MarketStatistic
MarketStatistic.amount,amount,"An number use to value the MarketStatistic, such as a percent. Mutually exclusive with the currencyAmount attribute.",,0,MarketStatistic
MarketStatistic.classification,classification,"A specification of what the MarketStatistic represents, for example a ProductProgram, ProductPromotion, ProductOffering, Branch, and so forth.",,0,MarketStatistic
MarketStatistic.currencyAmount,currencyAmount,A current amount used to value the MarketStatistic. Mutually exclusive with the amount attribute.,,0,MarketStatistic
MarketStatistic.description,description,A narrative that explains what the MarketStatistic is.,,0,MarketStatistic
MarketStatistic.level,level,"Describes the place the MarketStatistic holds in a hierarchy of MarketStatistics. For example, director, executive, external, and so forth.",,0,MarketStatistic
MarketStatistic.type,type,"A division of MarketStatistic into groups because they exhibit common characteristics. For example, market penetration, churn, retention, market share, and so forth.",,0,MarketStatistic
MarketStatistic.validFor,validFor,The period during which the MarketStatistic is applicable.,,0,MarketStatistic
MarketSegment.ID,ID,A unique identifier for the MarketSegment.,,0,MarketSegment
MarketSegment.category,category,"A classification of MarketSegments because they share common characteristics. For example a vertical or horizontal MarketSegment. Vertical MarketSegments put a PartyRole in a single segment, while a PartyRole can exist in multiple horizontal MarketSegments",,0,MarketSegment
MarketSegment.description,description,A narrative that explains what the MarketSegment is.,,0,MarketSegment
MarketSegment.name,name,"A word, term, or phrase by which a MarketSegment is known and distinguished from other MarketSegments.",,0,MarketSegment
MarketSegment.subCategory,subCategory,,,0,MarketSegment
MarketSegment.validFor,validFor,The period during which the MarketSegment is applicable.,,0,MarketSegment
MarketSegmentCharacteristic.ID,ID,A unique identifier for the MarketSegmentCharacteristic.,,0,MarketSegmentCharacteristic
MarketSegmentCharacteristic.derivationFormula,derivationFormula,"A rule or principle represented in symbols, numbers, or letters, often in the form of an equation used to derive the value of a characteristic value.",,0,MarketSegmentCharacteristic
MarketSegmentCharacteristic.description,description,A narrative that explains what the characteristic is.,,0,MarketSegmentCharacteristic
MarketSegmentCharacteristic.extensible,extensible,An indicator that specifies that the values for the characteristic can be extended by adding new values when instantiating a characteristic for an Entity.,,0,MarketSegmentCharacteristic
MarketSegmentCharacteristic.maxCardinality,maxCardinality,"The maximum number of instances a CharacteristicValue can take on. For example, zero to five phone numbers in a group calling plan, where five is the value for the maxCardinality.",,0,MarketSegmentCharacteristic
MarketSegmentCharacteristic.minCardinality,minCardinality,"The minimum number of instances a CharacteristicValue can take on. For example, zero to five phone numbers in a group calling plan, where zero is the value for the minCardinality.",,0,MarketSegmentCharacteristic
MarketSegmentCharacteristic.name,name,"A word, term, or phrase by which the characteristic is known and distinguished from characteristics.",,0,MarketSegmentCharacteristic
MarketSegmentCharacteristic.unique,unique,"An indicator that specifies if a value is unique for the specification. Possible values are; ""unique while value is in effect"" and ""unique whether value is in effect or not""",,0,MarketSegmentCharacteristic
MarketSegmentCharacteristic.validFor,validFor,The period of time for which a characteristic is applicable.,,0,MarketSegmentCharacteristic
MarketSegmentCharacteristic.valueType,valueType,"A kind of value that the characteristic can take on, such as numeric, text, and so forth.",,0,MarketSegmentCharacteristic
MarketSegmentCharacteristicValue.fromValue,fromValue,The low range value that a characteristic can take on.,,0,MarketSegmentCharacteristicValue
MarketSegmentCharacteristicValue.isDefault,isDefault,Indicates if the value is the default value for a characteristic.,,0,MarketSegmentCharacteristicValue
MarketSegmentCharacteristicValue.rangeInterval,rangeInterval,"An indicator that specifies the inclusion or exclusion of the valueFrom and valueTo attributes. Possible values are ""open"", ""closed"", ""closedBottom"" and ""closedTop"".",,0,MarketSegmentCharacteristicValue
MarketSegmentCharacteristicValue.toValue,toValue,The upper range value that a characteristic can take on.,,0,MarketSegmentCharacteristicValue
MarketSegmentCharacteristicValue.unitOfMeasure,unitOfMeasure,"A length, surface, volume, dry measure, liquid measure, money, weight, time, and the like. Iin general, a determinate quantity or magnitude of the kind designated, taken as a standard of comparison for others of the same kind, in assigning to them numerical values, as 1 foot, 1 yard, 1 mile, 1 square foot.",,0,MarketSegmentCharacteristicValue
MarketSegmentCharacteristicValue.validFor,validFor,The period of time for which a value is applicable.,,0,MarketSegmentCharacteristicValue
MarketSegmentCharacteristicValue.value,value,A discrete value that the characteristic can take on.,,0,MarketSegmentCharacteristicValue
MarketSegmentCharacteristicValue.valueType,valueType,"A kind of value that the characteristic can take on, such as numeric, text, and so forth.",,0,MarketSegmentCharacteristicValue
MarketingCampaignCharacteristic.ID,ID,A unique identifier for the MarketingCampaignCharacteristic.,,0,MarketingCampaignCharacteristic
MarketingCampaignCharacteristic.derivationFormula,derivationFormula,"A rule or principle represented in symbols, numbers, or letters, often in the form of an equation used to derive the value of a characteristic value.",,0,MarketingCampaignCharacteristic
MarketingCampaignCharacteristic.description,description,A narrative that explains what the characteristic is.,,0,MarketingCampaignCharacteristic
MarketingCampaignCharacteristic.extensible,extensible,An indicator that specifies that the values for the characteristic can be extended by adding new values when instantiating a characteristic for an Entity.,,0,MarketingCampaignCharacteristic
MarketingCampaignCharacteristic.maxCardinality,maxCardinality,"The maximum number of instances a CharacteristicValue can take on. For example, zero to five phone numbers in a group calling plan, where five is the value for the maxCardinality.",,0,MarketingCampaignCharacteristic
MarketingCampaignCharacteristic.minCardinality,minCardinality,"The minimum number of instances a CharacteristicValue can take on. For example, zero to five phone numbers in a group calling plan, where zero is the value for the minCardinality.",,0,MarketingCampaignCharacteristic
MarketingCampaignCharacteristic.name,name,"A word, term, or phrase by which the characteristic is known and distinguished from characteristics.",,0,MarketingCampaignCharacteristic
MarketingCampaignCharacteristic.unique,unique,"An indicator that specifies if a value is unique for the specification. Possible values are; ""unique while value is in effect"" and ""unique whether value is in effect or not""",,0,MarketingCampaignCharacteristic
MarketingCampaignCharacteristic.validFor,validFor,The period of time for which a characteristic is applicable.,,0,MarketingCampaignCharacteristic
MarketingCampaignCharacteristic.valueType,valueType,"A kind of value that the characteristic can take on, such as numeric, text, and so forth. Required, if the specification is not a composite",,0,MarketingCampaignCharacteristic
MarketingCampaign.ID,ID,A unique identifier for the MarketingCampaign.,,0,MarketingCampaign
MarketingCampaign.description,description,A narrative that explains what the MarketingCampaign is.,,0,MarketingCampaign
MarketingCampaign.mcType,mcType,"A categorization of a MarketingCampaign, such as new or re-launch.",,0,MarketingCampaign
MarketingCampaign.name,name,"A word, term, or phrase by which a MarketingCampaign is known and distinguished from other MarketingCampaigns.",,0,MarketingCampaign
MarketingCampaign.validFor,validFor,The period during which the MarketingCampaign is applicable.,,0,MarketingCampaign
MarketingCampaignCharacteristicValue.fromValue,fromValue,The low range value that a characteristic can take on.,,0,MarketingCampaignCharacteristicValue
MarketingCampaignCharacteristicValue.isDefault,isDefault,Indicates if the value is the default value for a characteristic.,,0,MarketingCampaignCharacteristicValue
MarketingCampaignCharacteristicValue.rangeInterval,rangeInterval,"An indicator that specifies the inclusion or exclusion of the valueFrom and valueTo attributes. Possible values are ""open"", ""closed"", ""closedBottom"" and ""closedTop"".",,0,MarketingCampaignCharacteristicValue
MarketingCampaignCharacteristicValue.toValue,toValue,The upper range value that a characteristic can take on.,,0,MarketingCampaignCharacteristicValue
MarketingCampaignCharacteristicValue.unitOfMeasure,unitOfMeasure,"A length, surface, volume, dry measure, liquid measure, money, weight, time, and the like. Iin general, a determinate quantity or magnitude of the kind designated, taken as a standard of comparison for others of the same kind, in assigning to them numerical values, as 1 foot, 1 yard, 1 mile, 1 square foot.",,0,MarketingCampaignCharacteristicValue
MarketingCampaignCharacteristicValue.validFor,validFor,The period of time for which a value is applicable.,,0,MarketingCampaignCharacteristicValue
MarketingCampaignCharacteristicValue.value,value,A discrete value that the characteristic can take on. Either value or valueFrom and/or valueTo are required,,0,MarketingCampaignCharacteristicValue
MarketingCampaignCharacteristicValue.valueType,valueType,"A kind of value that the characteristic can take on, such as numeric, text, and so forth.",,0,MarketingCampaignCharacteristicValue
SalesChannel.ID,ID,Unique Identifier.,,0,SalesChannel
SalesChannel.name,name,Short text describing the SalesChannel.,,0,SalesChannel
SalesCommission.value,value,The actual value of the Sales Commission paid to the Sales Agent or partner. It corresponds to the amount calculated post the application of the Sales Commission Specification.,,0,SalesCommission
PolicyRuleBase.hasSubRules,hasSubRules,"This is a Boolean attribute that, if TRUE, signifies that this PolicyRule has one or more sub-rules. Sub-rules are used to enforce a hierarchical nesting of rules, so that parent rules may control the execution and other semantics of sub-rules that they contain.",,0,PolicyRuleBase
PolicyRuleBase.isCNF,isCNF,"This is a Boolean attribute that, if TRUE, defines the condition clause of this rule to be represented in Conjunctive Normal Form (e.g., an AND of ORs). If the value of this attribute is FALSE, then the condition clause will be represented in Disjunctive Normal Form (e.g., an OR of ANDs). This attribute controls the setting of how multiple condition clauses (as represented by multiple PolicyConditionComposite objects) are treated in the PolicyRule. As such, it is different from the attribute PolicyConditionComposite.IsCNF, which controls how multiple PolicyConditionAtomic objects are treated in a (single) PolicyConditionComposite object.",,0,PolicyRuleBase
PolicySet.isMandatoryEvaluation,isMandatoryEvaluation,"This is a Boolean attribute that, if TRUE, signifies that evaluation (and possibly action execution) of this entity is mandatory and must be attempted. If the Mandatory property value of this entity is FALSE, then the evaluation of this entity is considered to be ""best effort"" and may be ignored. Notes: Not present in the ITU or CIM specs.",,0,PolicySet
PolicySet.usage,usage,This is a free-form string attribute that recommends how this policy object should be used. Notes: Not present in the ITU or CIM specs.,,0,PolicySet
Policy.keywords,keywords,"This is a string attribute that defines a set of one or more keywords that a policy administrator may use to assist in characterizing or categorizing a policy object to facilitate search operations. The following keywords are pre-defined: Permitted Values: Unknown InstallPermissions ConfigChange InstallMethod Default Error Usage InternalError Security ExternalError Authentication Notification Authorization Publish Accounting Subscribe Auditing Publish-Subscribe Service Exception CustomerFacingService ResourceFacingService Notes: Not present in the ITU specs; the CIM defines a PolicyKeyword attribute, but its semantics are very different.",,0,Policy
Policy.policyName,policyName,"This is a generic naming attribute that can be used to identify different policy entities. This enables commonName to be used to enforce enterprise or service provider generic naming and this attribute to be used to fine tune the naming of policy entities. Thus, commonName is public in scope and policyName is private to policy. Notes: Not present in the ITU specs or CIM specs.",,0,Policy
SalesCommissionSpecification.formula,formula,"A rule or principle represented in symbols, numbers, or letters, often in the form of an equation used to derive the value of SalesCommission.",,0,SalesCommissionSpecification
SalesCommissionSpecification.value,value,"The remuneration as the percentage or fixed payment associated with a certain amount of sale. For example, a commission could be 6% of sales, or $30 for each sale.",,0,SalesCommissionSpecification
EntitySpecification.status,status,"The condition of the product specification, such as active, inactive, planned.",,0,EntitySpecification
EntitySpecification.validFor,validFor,The period for which the product specification is valid.,,0,EntitySpecification
EntitySpecificationType.description,description,A narrative that explains in detail what the EntitySpecificationType represents.,,0,EntitySpecificationType
EntitySpecificationType.name,name,"A word, term, or phrase by which the EntitySpecificationType is known and distinguished from others.",,0,EntitySpecificationType
AppliedCustomerBillingRate.ID,ID,Unambiguously identifier for AppliedCustomerBillingRate.,,0,AppliedCustomerBillingRate
AppliedCustomerBillingRate.date,date,A date of creation.,,0,AppliedCustomerBillingRate
AppliedCustomerBillingRate.description,description,A textual description.,,0,AppliedCustomerBillingRate
AppliedCustomerBillingRate.quantity,quantity,"A unit (for example, US Dollars) and number of the applied rate.",,0,AppliedCustomerBillingRate
AppliedCustomerBillingProductRecurringCharge.periodCoverage,periodCoverage,"The periodCoverage represents the period of time for which this RecurringCharge is being incurred. This period may not be the same as the period covered by the Bill document, for instance due to proration.",,0,AppliedCustomerBillingProductRecurringCharge
AppliedCustomerBillingProductUsageRate.periodCoverage,periodCoverage,"The periodCoverage is used only if it is defined by a TarifUsageProdOfferPriceCharge that specifies the aggregation duration. In this case, it corresponds to the period during which ProductUsages have been collected to calculate the AppliedCustomerBillingProductUsageRate.",,0,AppliedCustomerBillingProductUsageRate
FinancialChargeSpec.ID,ID,A unique identifier for the FinancialChargeSpec.,,0,FinancialChargeSpec
FinancialChargeSpec.description,description,An explanation of the FinancialChargeSpec.,,0,FinancialChargeSpec
FinancialChargeSpec.name,name,Name of the FinancialChargeSpec.,,0,FinancialChargeSpec
FinancialChargeSpec.status,status,"The condition in which the FinancialChargeSpec exists, such as planned, obsolete, active.",,0,FinancialChargeSpec
FinancialChargeSpec.validFor,validFor,The period for which the specification is valid.,,0,FinancialChargeSpec
ProductFinancialAccountRelationship.description,description,Description of the ProductFinancialAccountRelationship.,,0,ProductFinancialAccountRelationship
ProductFinancialAccountRelationship.name,name,Name of the ProductFinancialAccountRelationship.,,0,ProductFinancialAccountRelationship
ProductFinancialAccountRelationship.relationshipType,relationshipType,"A categorization of the relationship, such as aggregation, substitution, dependency, exclusivity.",,0,ProductFinancialAccountRelationship
AppliedCustomerBillingRateSpec.revenueCode,revenueCode,The revenue type represented by this AppliedCustomerBillingRateSpec. This attribute has at least 3 valid values: RC - (for recurring charge) UC - (for usage charge) OC - (for one-time charge),,0,AppliedCustomerBillingRateSpec
CustomerBillingStatistic.statisticForPeriod,statisticForPeriod,The period for which the statistic is calculated.,,0,CustomerBillingStatistic
CustomerBillingAccountChargeSumBalance.value,value,The charges applied to the CutomerAccount sum.,,0,CustomerBillingAccountChargeSumBalance
CustomerBillingStatisticBalance.validFor,validFor,The period for which the balance is valid.,,0,CustomerBillingStatisticBalance
CustomerBillingStatisticSpec.description,description,A narrative that explains in detail what the specification is.,,0,CustomerBillingStatisticSpec
CustomerBillingStatisticSpec.name,name,The name of the specification.,,0,CustomerBillingStatisticSpec
CustomerBillingStatisticSpec.status,status,"The condition of the specification, such as active, inactive, planned.",,0,CustomerBillingStatisticSpec
CustomerBillingStatisticSpec.validFor,validFor,The period for which the specification is valid.,,0,CustomerBillingStatisticSpec
CustomerBillingProductChargeSumBalance.value,value,The billing account charges applied to the Product sum.,,0,CustomerBillingProductChargeSumBalance
UsageCharacteristicSumBalance.value,value,The UsageCharacteristic's values sum.,,0,UsageCharacteristicSumBalance
PartyPayment.ID,ID,Unique identifier,,0,PartyPayment
PartyPayment.amount,amount,The monetary form of the PartyPayment.,,0,PartyPayment
PartyPayment.date,date,The date the PartyPayment was made,,0,PartyPayment
PartyPayment.description,description,Description about the payment.,,0,PartyPayment
PartyPayment.direction,direction,The direction of the payment seen by the company. It can be inbound (payment made to the company) or outbound (payment made by the company).,,0,PartyPayment
PartyPayment.remainingAmount,remainingAmount,The payment amount that has not been applied as payment item.,,0,PartyPayment
PartyPayment.status,status,"The payment might be either requested, accepted or rejected.",,0,PartyPayment
CustomerPaymentItem.appliedAmount,appliedAmount,"The amount of money that has been applied to specific entity, such as CustomerBill.",,0,CustomerPaymentItem
DunningCase.ID,ID,A unique identifier.,,0,DunningCase
DunningCase.startingDate,startingDate,"As soon as an event triggering a DunningRule occurs on a BillingAccount, a DunningCase is created according to the DunningScenario assigned to the BillingAccount. This date corresponds to the startingDate",,0,DunningCase
DunningCaseRule.ID,ID,A unique identifier.,,0,DunningCaseRule
DunningCaseRule.outbreakDate,outbreakDate,"The outbreakDate represents the date at which the condition of the DunningRule has been verified, triggering the outbreak of the DunningCaseRule.",,0,DunningCaseRule
CommunicationInteractionItem.description,description,A CommunicationInteractionItem's description might be added to describe some additional information such as “how much the prospective customer seems to be interested”,,0,CommunicationInteractionItem
CommunicationInteractionItem.period,period,A CommunicationInteractionItem's period specifies when it happened (starting date and end date).,,0,CommunicationInteractionItem
CommunicationInteractionItem.sequence,sequence,The CommunicationInteractionItem’s sequence specifies the order in which they follow one another.,,0,CommunicationInteractionItem
CommunicationInteractionItem.type,type,"A CommunicationInteractionItem's type specifies the type of interaction such as Request, Response, Notification, Waiting or Broadcast.",,0,CommunicationInteractionItem
DunningScenario.ID,ID,A unique identifier.,,0,DunningScenario
DunningScenario.isDefault,isDefault,"If true, indicates that the DunningScenario is the one to use by default if no specific DunningScenario is specified for the BillingAccount.",,0,DunningScenario
DunningScenario.name,name,A short descriptive name for the DunningScenario.,,0,DunningScenario
DunningWriteOff.amount,amount,The amount written-off.,,0,DunningWriteOff
BusinessInteraction.ID,ID,Unique identifier for Interaction.,,0,BusinessInteraction
BusinessInteraction.description,description,"This is a string, and defines a textual free-form description of the object. Narrative that explains the interaction and details about the interaction, such as why the interaction is taking place.",,0,BusinessInteraction
BusinessInteraction.endDate,endDate,The date on which an interaction is closed or completed.,,0,BusinessInteraction
BusinessInteraction.startDate,startDate,Date interaction initiated.,,0,BusinessInteraction
BusinessInteraction.status,status,"The current condition of an interaction, such as open, in research, closed, and so forth.",,0,BusinessInteraction
BalanceUsageRule.ID,ID,A unique identifier for the BalanceUsageRule.,,0,BalanceUsageRule
BalanceUsageRule.description,description,An explanation of the BalanceUsageRule.,,0,BalanceUsageRule
BalanceUsageRule.validFor,validFor,The period for which the rule is valid.,,0,BalanceUsageRule
ChargeAmountThreshold.amountLimited,amountLimited,Limited amount could be affordable by certain BillingAccount.,,0,ChargeAmountThreshold
CustomerBillingAccount.creditLimit,creditLimit,The maximum amount of money that may be charged on an account.,,0,CustomerBillingAccount
CustomerBillingAccount.pin,pin,"A multidigit personal identification number that is used by a Customer to gain access to a BillingAccount at an ATM, a computer, or a telephone system, and so forth.",,0,CustomerBillingAccount
Account.ID,ID,A unique identifier.,,0,Account
Account.name,name,The name of the account.,,0,Account
Account.status,status,"The condition of the account, such as due, paid, in arrears.",,0,Account
Account.type,type,"A categorization of an account, such as individual, joint, and so forth, whose instances share some of the same characteristics. For example the accountType might be ""BillingAccount"" corresponding to an account for which Invoices are produced or ""SettlementAccount"" corresponding to an account for which Settlement notes are produced..",,0,Account
